Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
and you're gonna stop hyping Red Coat Tavern. I've had them both and Red Coatcouldn't come close to Cutters.,3,4,2,2,3,2,1,3,1,3,3,1
one time this man said he actually watched the show before wtf you get in the car for then ifyou know what's gonna happen,2,3,1,1,4,1,3,4,3,2,5,3
I wonder what reaction would be if Danny Brown come out to doTerrorist Threats with Ab Soul.,3,2,3,3,2,3,2,2,2,3,2,2
I hate an extra motherfucka. Change what I need changed and keep it moving stop askingall these irrelevant ass questions,3,4,2,1,4,2,2,5,2,3,4,2
"no offense, but everyone is bigger than you. Lol. Gotta step it up and make it knows straws andbeers are not a couple!",2,3,2,1,4,1,3,4,3,2,5,2
it's nice to know my starvation yesterday due to a lackof shawarma humors you ;),3,2,4,3,1,3,2,2,1,4,2,2
Any worker who prepares my burrito bowl will be adding steak no double steak charge and my bowl will have enoughrice. Not time for games,3,4,2,2,4,2,2,3,2,3,4,1
oh no butthole licker you go to school whaaa ? Mama (me) hasn't seen herbaby (you) in a while,2,3,2,1,3,1,4,4,4,2,5,3
Aren't they a little late with selling this chicken and waffle chips or was that theflavor that won the challenge?,3,2,3,3,2,2,2,2,2,3,3,2
"They talk about makin 30k/month, But u dont sign up, and 8months later they in the samesituation they been in. Broke.",3,2,2,2,3,2,2,3,2,3,4,3
Wish I knew someone with a truck ain't eem tryna spend200 on a uhaul truck,3,2,3,2,1,1,3,2,2,2,4,3
Lets talk about how I went pee this morning and my damn bonnet fell in thetoilet. Pissed. Literally and figuratively,3,2,2,2,3,1,3,3,3,2,4,2
"I been hearing these schemes since i was 18yrs old... I aint seen one dude closeto me become a ""billionaire""...",3,2,3,2,2,2,2,2,2,3,3,2
Sometimes it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated.,3,3,2,4,1,3,1,1,1,4,2,2
of course... It's about ratings and money... Gotta go 7 games to sale tixand make money on comericals.,3,2,2,2,3,2,2,3,2,3,3,2
cleanser and benzoyl peroxide.: Im out of town and I accidentally left my stuff so my skin is kind ofmad at me right now,3,3,4,4,1,3,2,1,1,4,2,2
"This panel aint got no jokes... No pranks... No arguments... Chuck,Kenny, and SHAQ be clowning.",3,2,2,2,3,2,3,3,2,2,4,2
you don't have an issue with it giving you raccoon eyes? Cause by the end of the day that'swhat I'm dealing with lol,3,2,4,3,1,2,2,2,1,3,3,2
I really need to make breakfast butttttt I've been lazy this weekback on it next week,3,2,4,3,1,2,3,1,2,3,3,4
"Don't count how many new friends you can make. Count how manyold ones you can keep.""",4,3,4,4,1,4,1,1,1,4,1,2
"I take my charger EVERYWHERE! School Library Beach Mall Park Church Hospital you neverknow where a socket at.""",3,4,3,3,1,2,2,1,1,3,3,1
Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wannabe ratchet let me no,2,3,2,1,4,1,3,4,3,2,5,3
I Roll Up n these hoes be hating becuz I don't wont themget a life bitch !!!,2,3,1,1,4,1,4,5,3,2,5,3
yep i gave the bag back tuesday.. But now i think imcoming down with a cold,3,2,4,3,1,2,3,2,2,2,3,3
Im lowkey about to pass out on my couch... But before i do cani talk my shit twitter,2,3,2,2,3,1,3,2,3,2,4,4
the trouble with being my complexion is I get confused when black twitter disses light skin girls…amI grouped in that category?,3,2,3,3,2,3,2,2,2,4,2,2
Ok Im over all these Kendrick Memes man… you can't flood my timeline or instagram like its the rapesloth or drake walking away,3,2,2,2,3,2,2,3,2,3,3,2
LMAO don't judge me man I just like to interact with my animal crackersbefore they meet there demise,3,2,4,3,1,2,3,2,2,3,4,3
Bow Wow u cant get Ciara back... U knew it was over after 50 Cent got a hold of her. He got her on tapewaitin for u to slip,2,3,1,1,4,1,3,4,3,2,5,2
Juicy J has me throwing money at strippers this morning viahis game on his site,2,3,2,2,3,1,3,2,3,2,4,3
Wonder what the rap game would be like if biggie smallsand 2pac was still alive,3,2,3,3,2,2,2,1,1,3,3,2
A nigga rather be with the hoe than to be with the female who heldthem down...I don't get it,2,3,2,1,4,1,3,4,3,2,5,3
"Telly hungry ass ain't going to watch the game she just wannaeat lol"" don't do me",2,1,3,1,3,1,4,4,3,2,5,4
I always wake up hungry no matter how much I eatbefore I go to bed,3,4,3,3,2,2,2,2,2,3,3,2
"Half y'all mfs ask y'all own questions on ask.me and answer them..I be knowinglol"" lmao how you know",3,2,2,1,3,1,3,4,2,2,4,3
"Getting your ass ate feels so violating I could never look at him the same again"" have aseat under the bed bih",2,3,1,1,4,1,3,5,3,2,5,2
"If a nigga don't like me he hating.."" Naw maybe theyjust don't like ya ass",3,4,2,1,4,2,3,4,3,3,4,2
"The things people say about me don't phase me, simply cause Itruly knows what goes on",4,4,5,3,2,4,1,2,1,4,2,1
Traci sweetie you don't come to a man with no he say she saymess on the first date,2,3,2,1,4,1,3,4,3,2,5,2
"Been waiting on phone call for TWO days...damn!"" It's safe tosay they not calling lol",3,2,2,2,3,2,2,3,2,3,4,3
"Now how this bih get mad when she the 1 catfished my mans"" that's what Isaid. I'm like this bitch",2,3,1,1,4,1,3,5,3,2,5,2
I wish they would build new dorms for the kids at A&M. Motel6 better than those dorms,3,2,2,2,3,2,2,3,2,3,4,2
I Can't wait to file these daycare cost on my taxes!!My Jesus its killing me!!!,3,4,2,2,3,2,2,2,1,3,3,1
My iPhone5 is looking rough. Just another reason to grab the new one whenit comes out this fall.,3,2,4,3,1,3,1,1,1,4,2,2
nigga was overrated at QB. And the other niggas out shinned him in scrimmage. He played in hstho. He should be good,2,3,2,1,4,1,3,4,3,2,5,3
At the Barbershop about to get this cut. I swear thisplace is 24 hours lol,3,2,3,3,1,2,2,1,2,3,3,2
Somebody on FB asked what was a good hotel to stay in in Vegas and somebody replied 'Circus Circus' lmfao that's likethe worst on the strip,3,2,2,1,3,2,2,4,2,3,4,2
Wowww really sum niggaz do the most....unloyal aint the word to it...then u wonderin why nobody reallyfucks wit you....straight played out,2,3,2,1,4,1,3,4,3,2,5,3
My next project is slowly approaching.. Almost there.. Second drop forthe year.. Produced entirely by,4,5,4,3,2,4,2,1,1,4,2,1
Ok yall we got a NNBT in full affect ~Nukka Needing Bus Tickets~ if you know or suspect someone of knowing who gotsome Get at yo dude,2,4,2,2,3,1,3,3,3,2,5,3
"To test if ur breath smells, lick the back of ur hand, wait 5sec. If yo nose hairs melt.... yobreath stink. just fyi lol",3,2,3,2,1,1,3,2,3,2,4,3
"Somebody told me that coochi tastes like chicken. Well, One day imma find outwhat chicken taste like lol",2,3,3,3,1,1,3,2,3,2,4,3
"Ole I saw you and him, walking in the rain. You were holding hands and ill never bethe same looking ass. Lmao",2,3,2,1,3,1,4,3,3,2,4,3
"Im so glad to be off work, I thought Darryl was gone have to slap a bytch today.I need to be touched.",2,3,2,1,4,1,3,4,3,2,5,3
"We got 10 fingers. INDEX to point out shyt, RING for marriage, THUMBS for approval, PINKIE for swearing, theMIDDLE for tha HATERS Ijs",3,4,2,2,4,2,3,3,2,3,4,2
Wow Im overwhelmed by the love yall showing a brotha. It feels good to be loved. Im blessed to have a wonderful groupof friends. You gu ...,3,3,4,5,1,3,2,1,1,4,2,2
I just tripped of sumthing ppl dont even say grace no more. They just take a picture of the food then upload it toinstagram and fb. No lol,2,3,2,2,3,1,4,3,3,2,4,3
I think i want me a touch screen flip phone. Or a touch screenpager made by skytel lmao,3,2,3,3,1,2,2,1,2,3,3,2
Damn I must've slept weird cuz I woke up and my arm was stiff.....All three of them Lmao,3,2,4,2,1,2,3,2,3,3,4,3
Why you trippin I ain't even did nothin and you called me a jerk that's okay I'll take it this time but aye do me a favorcall me jerk o ...,2,3,3,2,3,1,4,3,3,2,5,3
Knock knock. Who's there? Ben. Ben who? Ben dover and I'llshow ya! Ha ha lol,2,3,4,2,1,1,3,2,4,2,5,3
"He just txtd me this ""Baby you may be sleep but I was just thinking about you ,I love you boo. """,3,2,4,4,1,2,2,1,2,3,3,3
It's 1:00am and I'm still up . Pourquoi? Smfh Tchao. I guess I'm going tobed unless He calls me.,3,2,2,2,1,2,3,2,2,2,3,3
"I'm not cocky i'm confident , so when you tell me i'm the best, it's a compliment !",4,5,3,3,2,4,1,2,1,4,2,1
First thing a person say in a relationship bae we no matter what ! 3 months later they gonafter 1 argument tf bitch,2,3,1,1,4,1,3,4,3,2,5,3
"Im single cause im ugly aab """"You dont know the struggle ""I beugly on Tuesdays so ik",2,3,2,2,3,1,4,3,3,2,4,3
.Somebody told me So && So say I think I'm all that ! I replied back I know that Bx gonnalet me think it !,2,3,2,1,4,1,4,4,3,2,5,3
"I pop off BY myself Bee-Leave-Zat !!! Ain't nobody gotta dive behind me I got me "" well, im still iz .""",2,4,2,1,4,1,4,3,3,2,5,2
If you got hoes why u need me ? If u got mewhy u need hoes ?,2,3,2,1,4,1,3,4,3,2,5,3
", BROKE hoes will never get it TRYING to argue w / Me over a DICK catch your LIFE beforeit falls out the WINDOW",2,3,1,1,5,1,3,5,4,2,5,3
Hey justin imma let u know i love youre music im a big fan and i listen to your musiceveryday when i get up,2,3,4,4,1,2,3,1,2,2,4,2
"Crichton Group continues to grow. Looking to add another Account Manager to my benefits team, please contactme if you are interested.",4,4,3,3,2,3,1,1,1,4,2,1
Seen two dead roaches on the floor while at returning equipment.Keep up the good work,3,2,4,2,1,2,3,3,2,2,3,2
Jus got off bout to turn up!!! It feels Gud to be a workin man again smh boy I tell u hmuif u got da number,2,4,2,2,3,1,4,3,3,2,5,2
Been using their browser app for some time now along with a good torrent app.. theworld is mine anywhere anytime.,3,4,3,2,2,2,2,2,1,3,3,2
El que dice que la abstinencia es buena no sabe de que habla. Es malo para lamente como para el cuerpo.,3,4,2,2,3,3,2,3,2,4,3,2
I love her to death but she still a hoe and I'm still a nigga soyou know how that go,2,3,2,1,4,1,3,4,3,2,5,3
But He Got One Moe Time To Hit Me Wit That JacketAnd Ima Beat His Ass,2,4,1,1,5,1,3,4,3,2,5,2
Never understood why 7 make their standard jeans with Buttons.... Wtf imma do ifi gotta piss real bad,2,3,2,2,3,1,3,3,3,2,4,3
I'm the only one out of my friends with cable right now;they not gone use me,3,4,2,2,3,2,2,3,2,3,4,2
"Niggas be like ""Babe, I can give you the world. She be like ""Give me your phoneHe be like ""Holdup uhhhh....",2,1,2,1,3,1,4,3,3,2,5,3
hey ill be needing some attractive chicks for my future projectshit me up if interested,2,3,2,1,3,1,3,4,4,2,5,3
I give myself a high five every time I pass a trooper andI'm going the speed limit.,3,4,3,3,2,2,1,1,1,3,3,1
Change is fo the good but sometimes change is fo the bad( only time will tell),3,2,4,3,1,3,2,1,1,3,2,2
I need a Natural Hair Stylists in Atlanta to take careof my dredds...please recommend someone...thanks,3,4,4,5,1,3,1,1,1,3,2,2
I did write you back I thought you fell asleep on me !! How did I know youwould tweet about me hahahaha,3,2,3,2,2,2,2,2,2,3,3,2
Everybody check out my lil cousin C Watt mixtape on (you thought wrong) this young nigga unsigned and abeast on the rap tip,3,4,2,2,3,2,2,2,2,3,4,2
Ugh....ppl kill me when they say some shit and u speak on it but theyget attitudlem bout the shit,2,3,2,2,4,1,3,4,3,2,5,3
Kiddos are eating so im sitting outside trying to convince them everything going to be alright as long as weare together as a team,4,4,4,5,1,3,2,1,1,3,2,1
Well kids about to head to bed about to finish off sausage gravy and rice then shuthouse down for some zzzz,3,2,4,2,1,1,3,2,2,2,4,3
Watching on and pretty impressed with his transformation from selfish to family manand his relationship w/his wife.,4,3,4,4,1,3,1,1,1,4,2,2
"llssss fuck he at""son he came out the creases and and was geekin askin 21questions for ur address lmfao",2,3,1,1,4,1,4,4,3,2,5,3
"I Woke Up 5 Dis Morning Tweakin Like Pookie ""naked sweatinlike u popped a Molly..",2,3,1,2,3,1,4,3,3,2,5,3
"let me take my ass to checkers then go home I'mschleepy""bring me a big Buford",2,3,4,2,1,1,3,2,3,2,4,3
Jus crushed a whole steak and cheese wit the salt pepper thick cut fries with the bombest fruit punch Iever had... I'm Gucci now,3,4,4,3,2,2,3,2,2,3,4,3
Man damn u i bet i wnt say shit to u no mo on myma fuk dt ion care,2,3,1,1,4,1,4,5,3,1,5,3
Man i cnt take this ish tryna love someone who dnt een care bout cha n who dnt love ya bk n playing round wiffme man kick damn rocks,2,3,1,1,4,1,3,4,2,2,5,3
If u cnt trust me man wts d use of dis bruhfukk it dawgg like frfr,2,3,2,1,4,1,4,4,3,2,5,4
Man fuk it ion get her at all like wtf disjunk burn me up man,2,3,1,1,4,1,4,4,3,2,5,3
"as soon as that mtf went up , & we was upside down - I was, & shai was laughin",2,3,2,1,4,1,3,4,3,2,5,3
First day of school imma bless my lungs then imma be friends with my teachers soI can get good grades,3,4,2,2,2,2,3,2,2,2,4,3
I'm still getting used to this life proof case. I have to hit the buttonsharder for them to register.,3,3,4,4,1,3,1,1,1,3,2,2
"Waffle Tacos are a sign that we, as the human race, are evolving. We need to spreadwaffle tacos through the universe.",3,4,3,3,2,2,3,2,2,3,4,2
Mogs aint on twitter til about 8...Lame ass me up and doing work be4 Iget 2 work...who am I?,2,3,3,2,2,1,3,2,2,2,4,2
fam if u get to the Alter and u still in love with another...ura liar and a heaux,2,4,2,1,4,1,3,4,3,2,5,3
Whitley may be 1 of the reasons I neva preferred liteskin women..Dwayne was beneath her before he wentto Japan and got on,2,3,2,1,4,1,3,4,3,2,4,2
Aye mogs out here still accepting badly built mulatto chicks cuzthey got good hair tho?,2,3,2,1,4,1,3,5,4,2,5,3
Just thought about dat my lil bros don't know shit about popping the cassette out flippingit fastforwarding just to rewind...,3,2,3,2,2,2,3,2,2,3,4,2
on the flip side if I gotta fresh fade and dressed up and got NO extra eyes onme imma feel away lol,3,2,3,3,2,2,3,2,2,3,4,2
My TL is looking for trouble 2nite I see...u niggaz are the ppl my parents told me2 stay away from lol,2,3,2,2,3,1,3,3,3,2,4,3
"Is a chick a ""hoe"" if she can't remember the name ofevery man she eva fucked?",2,3,2,1,4,1,3,4,3,2,5,3
"So many big girls with natural hair that live for the""your hair is cute"" compliment...",3,2,3,2,3,2,2,3,2,3,3,2
I need an assistant to take my truck to Indiana to fill up andget it washed at Kleen!,3,4,3,3,2,2,2,2,2,3,3,4
"imma try 2 make ya groove, but my schedule is crazy rite now, u gonna bethere on time? Or nah?",2,3,3,2,2,1,3,3,2,2,4,3
Prob wasn't best idea to drink an ice coffee at 2 am. As if i don't knowwhat caffeine does to me,3,2,3,3,1,2,2,1,2,3,3,2
its way 2 early for ur hood rat tendencies to beshown over flaming hots bro!,2,3,2,1,4,1,3,4,3,2,5,3
"2 all the old niggaz going to they old yard to""help"" the freshmen move in...lol",3,2,3,2,2,2,3,3,2,2,4,2
I really hate u chicks dat think yall all that cuz ustay shopping at Forever 21...lol,2,3,2,1,4,1,3,4,3,2,5,3
good shit...I den got back 2 to it...I did a nakid jumping jacklast month and felt sumthing...,2,3,3,2,2,1,4,2,3,2,4,3
u brave as hell getting a car wash out west and uaint gotta cannon on u!,3,2,2,2,3,1,3,3,2,2,4,2
I wonder if she gonna be able to lose that baby weight...it still look fun andthick...just not her old size.,2,1,3,1,3,1,3,4,3,2,4,3
Have head phones went outta style? Mogs just play songs on they cellphoneson speaker like its normal.,2,1.5,3,2,3,1,3,4,3,2,4,3
she def been dealt some tuff cards...but in 15 years I don't think same excusesshould be used as 2day.,3,4,3,2,3,2,2,2,2,2,3,2
not JUST dunking...simply do shit EYE cant physically do. Running a 40yards in 5 secondsis NOT exciting to watch.,3,4,2,2,3,2,3,3,2,3,4,2
children can hoop and get same injuries. its simply I like to watch Basketball at afaster pace and greater athleticism.,3,4,3,2,3,2,2,2,2,3,3,2
"the ""homegirls"" are complete send offs. What they really mean is THEY would be cute inthat outfit, not ole girl.",3,2,2,1,4,2,2,4,2,3,4,2
I totally get why niggaz give up and just play thesystem to barely survive...its EASY!,3,2,2,1,4,2,2,3,2,3,4,3
Middle of Illionis and mogs only got internet to pass theytime is the cause lol,2,1,3,1,2,1,4,3,3,2,4,3
no way in hell Stern in his last years will allow Spurs vs Pacers in a finals....he aint gonnaallow WNBA numbers on viewership.,3,4,2,2,4,2,2,3,2,3,3,2
we all have jumped into the Pool of Designer...once u jump outur neva the same again,3,4,3,2,2,3,2,2,1,3,2,2
in grammer school my teacher said the 1st form of transporation for humanswas prob dinosaurs...they believe anything.,2,3,3,2,2,1,4,2,4,2,5,3
it will take for the niggaz to be moved to burbsand whites regain the city.,2,3,2,1,4,1,3,5,4,2,5,3
I agree! So go obtain them other jobs if ur not happywith the wage ya getting.,2,4,3,1,4,1,3,4,3,2,5,2
What's wrong with holding ppl accountable for they own success? And I'm saying that asa Black Man in America!,4,5,3,3,3,3,1,2,1,4,2,1
U aint the shit until a Femme have u on they radar to provide herand her mate a child...,2,3,2,1,4,1,3,4,3,2,5,2
There is a 6'2 325 Pound woman that works near my gig...I bald my fist upeverytime she walks past me.,2,3,1,1,4,1,3,4,3,2,5,2
"Regardless of its true or not shid thats my nigga ,if iwanna fckk him on a plane 3,000 ft in thaafckkin air imma do it",2,4,2,1,4,1,4,5,3,2,5,2
"Imight not go ,igot hella homework to do ,its school first this year&& next ,so i graduate.!",3,4,3,3,2,2,3,2,2,2,3,2
"My phone fell out of my pocket, and right into the toilet... At least halfof my soul has died.",3,2,2,3,1,3,2,1,2,4,2,2
"All these hoes out here really think they snatchin, hoe yo pussy the onlything that these nigga smashing",2,3,2,1,4,1,3,5,3,2,5,2
"""If you cant control ya edges ...I already know you cantcontrol ya nigga"" "" dfl",2,3,2,1,4,1,3,4,3,2,5,3
"u better love me u know I have ur best interest in any situation !! U know tht!! Loveu 100times more!!!"" I no!",2,4,2,3,3,1,4,2,3,2,5,3
