Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
1661,1661,"I'm Pretty, But I Am Not Beautiful. I Sin, But I Am Not The Devil. I'm Good, But I AmNot An Angel. -Marilyn Monroe.
",4,3,2,3,2,4,2,1,1,4,2,2
1662,1662,"Thank you everyone for the Father's Day wishes. Sending blessings toall the fathers out there.""
",4,3,4,5,1,4,1,1,1,4,1,1
1663,1663,"Can't believe we get new consoles, New GTA, new BF, new Splinter Cell,Watch Dogs, AC4, Dead Rising 3,ArkhamOrigins b4 the years over.#2013
",3,4,2,3,2,3,2,2,2,3,2,2
1664,1665,"Bitches ain't shit! Females want a loyal dude but can't evenbe loyal to their friends""
",2,1,1,1,4,1,2,5,3,2,4,2
1665,1664,"Word! At least she working. she's gonna have to work mad hours justto see any paper lol""
",3,4,2,2,1,2,2,2,2,3,2,2
1666,1666,"oh no!!! I didn't even know she was there. There was noparking. Smh. I feel bad!
",3,2,2,3,1,2,2,1,2,3,2,2
1667,1667,"S/O to all my male friends and cousins who never sugar coated shit,always kept it so real!
",4,5,2,3,4,3,1,2,1,4,2,1
1668,1668,"And tbh I hate Yale lol I just like a fewpeople on my daddy side
",3,2,2,1,2,2,3,3,2,3,3,2
1669,1670,"Me & your momma will make a salad and play in itlike it's a pool lol..!!!!????????
",3,2,2,2,3,2,3,2,2,3,3,2
1670,1671,"Can I just get a blow job fr the crack ofmy hairy ass kmsl Jp
",2,2,1,1,3,1,4,5,2,2,4,2
1671,1673,"If a bitch go to food stamp building and the security guard signsher in.. She's a whore
",2,3,2,1,4,1,2,5,3,2,4,2
1672,1669,"A all doing school I wanned to fight Sam and mon but I tryed an wat happen my eyewas blue for two weeks
",2,4,2,1,4,1,3,3,2,2,4,1
1673,1675,"I thought I was thirsty toward these bitches... But these bitches bethirsty for these players smfh
",2,3,2,1,4,2,3,3,2,2,3,2
1674,1674,"Light skin niggas upset everywhere about this new Instagram shyt""them niggasglad in the low lmao
",2,3,1,1,3,2,2,3,2,2,3,2
1675,1672,"-Chillin In The Dark Like A Real Nigga.!""naw that's some penitentiary shit gettinraped real nigga shit lmfao
",2,3,2,1,4,1,3,4,2,2,4,2
1676,1676,"That nigga don't do shxt for you, but when he downtalkin a bitch you satisfied.
",3,2,2,1,4,2,3,4,2,3,4,2
1677,1679,"Ion really believe shit people say I just been lied to so many times It'slike Fuck dat.Trust no one
",3,2,1,2,3,2,3,3,2,3,3,2
1678,1677,"I've meet co gay ppl . I still feel that theshit nasty but they cool
",3,3,3,3,2,3,2,2,2,3,2,2
1679,1678,"Think ima have my 18th bday in Ohio. Then again It's gne cold as shit. All I knowis I want something big
",4,3,2,3,1,3,2,1,2,4,2,2
1680,1680,"At 2pm we will be giving away free tickets to the Graceful Hands Celebrity B-Ball Game atCass tech On June 29,2013.
",4,3,3,4,2,4,2,1,2,4,2,2
1681,1683,"lOl GA's Tornado Siren Sounds So Weak.! I'm Not 100% Positive That's What It Is...But WhatElse Could It Be? Smh
",4,3,4,4,2,4,2,1,1,5,2,2
1682,1684,"AYE LISTEN GOT AH SPECIAL ON TATTOOS BRING 2 SPENDIN 25 GET YOU 1 FREE NOBULL HMU FOR MORE INFO!!!!!!!!!!!
",3,4,2,2,3,2,2,3,2,3,3,2
1683,1685,"Bought to kick my feet up and sip on a lil drinkydrink to ease my mind
",3,2,4,3,2,3,2,1,2,3,2,4
1684,1681,"Visit all locations for tickets to the celebrity charity b-ball game atCass Tech 6/29/13 powered by
",3,3,2,3,2,3,2,1,2,3,2,1
1685,1686,"I can't lie when I worked for future care I wanted to work in housekeeping lmao... They swearthey had tha best job!!!
",3,4,3,4,2,2,2,1,2,3,2,2
1686,1682,"Tyga & big Sean - I'm gone. The beat tuff I don'tlike the song to much.
",3,3,2,3,2,2,2,1,2,3,3,2
1687,1687,"Pls tell y'all friend her braids looked fuck'd up... Keep wanting to twist them bigshits up in a bun
",2,3,2,1,4,1,2,5,1,3,4,1
1688,1689,"I need to try and work these too jobs out; well ifI get the other one
",4,5,3,4,2,3,2,2,1,4,2,1
1689,1688,"I am in no way Tryna rush to grow up but 21 and up just got more options then20 and under do lol
",4,3,3,3,2,4,2,1,1,4,2,2
1690,1690,"I need to find those pink 11s; wtf was I thinkingnot going to get them
",3,4,2,3,2,3,2,1,2,3,2,2
1691,1691,"Somewhere in the past week I forgot then entire plot of HarryPotter. Poof. It's all gone.
",3,2,3,4,1,2,3,1,2,3,3,2
1692,1694,"Man fuck dat hoe man my nigga n dem had dathoe n the Bryan Frazier
",2,3,1,1,4,1,4,5,2,2,4,2
1693,1695,"Think about wat my life could b that's when I pourup n light this weed
",3,2,4,2,2,2,3,1,2,3,3,3
1694,1696,"I been listening to my SL bros all day...but not because they my homies theyjust better than you rappers
",3,4,2,1,4,2,3,4,2,3,3,2
1695,1692,"Saw one of those son of a guns in a yard on my way hometoday. Right near stole him.
",3,4,2,2,3,2,3,3,2,3,3,2
1696,1693,"I'd be a terrible kitty owner. I'm not home enough to keep it company...andsomeone else took it home.
",4,3,2,3,1,3,1,2,1,4,2,4
1697,1697,"we'll u should have came to the beat person for the job...... Me but I see udon't fuck wit me nomore
",3,4,2,1,3,2,2,4,2,3,2,1
1698,1698,"My grandma told Eric he can spend da night knowing I was mad at his ass.......... Now I done slipped upn let him dtmf lbvvvvvvs
",3,3,2,1,3,2,3,3,2,2,3,1
1699,1699,"tell yo sister that you R a grown woman and U can make UR owndecisions... Thanks for her concern...
",4,5,3,3,2,4,1,2,1,4,2,1
1700,1701,"- Ii Must Say Shordy Was Ah Complete Waste Of Mhy Time Shid Um Doin Wonderful Without Ha &&'dMhy BD Pidd Fuk Relationships
",2,4,1,1,4,2,3,5,2,3,4,2
1701,1703,"The only logical reason to watch basketball is Kardashian-related men. is that likepretending to like Downton Abbey?
",2,2,2,1,3,1,4,3,2,2,4,2
1702,1704,"If dis rachet hoe dnt txt me bck>> ima walk to haa housend slap haa ugly ass!
",3,4,2,1,5,2,2,4,2,3,3,1
1703,1700,"if U read both of the tweets... I changed it up forU because U R special...
",3,2,4,5,1,3,2,1,2,3,2,2
1704,1702,"Sometimes the shit you fuck with, is just not what mylife needs to fuck with.
",3,2,4,2,2,2,3,1,2,3,3,2
1705,1705,"Teacher Got in a fight with a student this morning?? Now she is unemployed. Lost her job with only a fewdays left of school smh.
",3,4,2,3,3,2,2,2,2,3,2,1
1706,1706,"This lady is suppose to sing The Negro National Anthem but she just whispers to me "" Idon't know the words"" huh?
",3,2,2,1,1,1,1,3,1,2,3,2
1707,1708,"As Salaam Alaikum how can we help our children in public school tostop being funneled into prison.
",4,4,4,5,2,4,1,1,1,4,2,1
1708,1709,"you stop talking to me, & yes I Do. What you just made thatyou need a confirmation code?
",3,3,2,2,3,2,3,3,2,3,3,2
1709,1707,"Its too early for the Drunk busted friday night club pics on IG right?Cause I just saw a.....
",4,3,3,4,2,4,2,2,2,4,2,2
1710,1710,"Hey world gonna do some family time today. And I will Sneek in some schoolflow photosI need for my assignment.
",3,4,2,3,1,2,2,1,2,3,3,2
1711,1713,"Knowing that people in African were royal was a plus but didn't much for my own identity. Knowing that I'm ajoint heir w/ Jesus did.
",4,3,3,4,2,4,1,1,1,4,2,2
1712,1714,"Mailmen in the hood get chased by dogs and harassed whensocial security checks are late
",2,3,2,2,3,2,3,2,2,3,3,2
1713,1711,"I was my bro's graduation DVR'd it Saw the 4th & OT when we went out to eat No sound on thetv My phone & were
",4,3,3,4,1,3,2,1,2,3,2,2
1714,1715,"People stood in line all night just be the first customers at the new chickfila inHamptonCove. It's not that deep.
",3,3,2,3,1,2,2,2,2,3,2,1
1715,1716,"My mom is in Miami getting ready to go on a cruise while I'm in hsv in theclassroom on a damn Saturday
",4,3,2,3,1,3,1,1,1,3,2,1
1716,1719,"I just liked it for the documentaries but the same ones beenon there over a year.
",4,3,3,3,1,4,1,2,1,4,2,2
1717,1718,"their spread offense is totally different. They are a pass first O. His blind side tackle isgone. Big shoes to fill
",4,3,2,3,4,3,2,2,2,4,2,1
1718,1717,"Heat fans have NO room to talk about flopping unless you talking aboutthat bitch in the jersey
",3,4,2,1,3,2,3,4,2,3,2,2
1719,1712,"So i got in trouble for leaving work early!!! If i aint on thang is anotherwit mac and sac!!!!
",3,2,2,2,2,2,3,2,2,3,3,2
1720,1721,"Every Sat, these people on the block opposite mine have a BBQ - Cool.. If only their WACK sound system didn'tconstantly give me a headache
",3,2,2,2,1,2,2,2,1,3,3,2
1721,1722,"big bro i need yu &wade &ray allen &bosh & shane & mike Miller play hard on danny green& Parker &Duncan & Neal
",3,4,2,3,4,2,2,2,1,3,2,2
1722,1723,"U gotta love that old wine-o in the hood I gota 2month update in 5min
",4,3,2,3,2,3,2,2,2,4,2,2
1723,1724,"Only God makes the rain fall and it's falling a lot in Queens, but I don't have to go out so let it rain, letit rain, let it rain!
",3,2,4,4,1,2,2,1,2,3,2,3
1724,1725,"I Seen It Wit My Own Eyes. Shit Was Real MyNicca Str8 Kilt Her !
",3,4,2,1,4,2,3,3,2,3,3,2
1725,1720,"No puedo dejar de iñpresionarme, por la necia actitud de vender tu patria a imbesiles, que ni siquiera han sustentado lade ellos, no a cuba
",3,4,2,3,2,2,3,2,2,3,2,2
1726,1726,"Ghetto translation~Lemme Call you back = You have a great rest of the day. Talkto you tomorrow lmao ijs
",4,3,3,4,1,4,2,1,1,4,2,2
1727,1728,"If one more damn Mosquito bite me...... I know I'm Carmel and tasty looking, but I'm sure its some other fat ppl togo bite on wtf lol
",3,2,2,1,3,2,3,4,2,3,4,2
1728,1727,"Somebody needs to invent an alarm clock that releases the smell of bacon. A nukkawould never be late lol
",4,3,2,3,1,3,2,1,2,3,2,2
1729,1729,"You know when you wakeup wit so much energy it makeyou lazy. That's hella crazy
",3,2,2,3,2,2,3,1,2,3,2,4
1730,1730,"Pretty women wit bad breath. That's that shyt I don't like. Plus itstoo hot for that mess
",2,2,2,2,2,2,2,3,2,2,3,3
1731,1732,"If I was ur best friend, would you let me do all the things thatonly a best friend can?
",3,4,2,3,2,3,2,2,2,4,2,2
1732,1731,"Somebody told me that coochi had pork in it. Is this true? And if so, does it come in vegetarian also?!I'm on a diet Lol
",2,3,2,3,1,2,3,1,2,2,3,2
1733,1733,"I have a head ache having been to sleep in 2days I'm going to sleep so good tonight hair appointmenttomorrow Or cut I'm scared.
",3,2,2,3,1,3,2,1,2,3,2,2
1734,1734,"So I'm extra late I had no idea David Correy got a record deal. I loved him I was so mad hewas voted off so early.
",4,3,2,4,1,3,2,1,1,4,2,2
1735,1735,"U ask 4 my number..I tell u I have a bf..Ur response ""SO, I like competition."".niggasain't got no respect lol
",2,3,1,1,4,1,2,5,3,2,4,1
1736,1736,"dont try this at home kids ...okay i will try itat my friends house then...
",3,4,2,3,2,2,2,1,2,3,3,2
1737,1738,"My shoe game is so weak right now. Need new work shoes, running shoes, sperry's/loafers and reg tennisshoes. Must step it up
",4,5,3,4,2,4,2,1,1,4,2,2
1738,1737,"Wassup tweed fam? I have been up since 12 yesterday .lolsmh Alwayz gm ! :0)
",3,2,3,3,1,2,2,1,2,3,3,2
1739,1739,"Dnt like ppl who smash or try to smash the homies. That's whack!Hands down! Male or female!
",3,2,2,2,2,2,4,3,2,2,3,2
1740,1741,"Feeling really anxious can't wait I hope God hears my prays and they releasemy baby help me lord
",3,4,1,3,2,2,3,1,2,3,3,1
1741,1740,"R U TIRED OF HITIN THE BEAUTY SUPPLY AND COPPIN THAT BLACK NO.1! IS YOUR WIG BUSTED DISCUSTED FRYD DYED LEANIN2 DA SIDE HIT UP
",3,3,2,1,3,2,4,3,2,3,4,2
1742,1743,"If we say two forms of ID why the fuck wouldyou come with just one...
",2,2,2,2,1,1,3,2,2,2,3,2
1743,1744,"I thought I was making progress but I guess I was wrong. Smhthis is really bothering me.
",4,3,2,3,1,3,2,1,2,3,2,1
1744,1746,"I'm prob the only motherfucka on this planet that doesn't like hot doughnuts... Hate whenthe hot sign is on
",4,3,2,2,2,2,2,3,1,3,3,2
1745,1749,"See Ah Opp Let The Thing Blow We Checking Ah BagWe Dont Need Hoes !
",3,4,2,1,3,2,2,5,2,3,4,1
1746,1747,"Getting ready to get jog on this morning! I need to get my health back in order. I've been a bad boy for a while soI have work to do.
",4,5,3,4,2,3,1,1,1,4,2,3
1747,1742,"For once can I meet a handsome respectful guy tht DOES NOT SAG HIS PANTS !!!!!???? Tht is trifling...at least notsoo low ! Ugh !
",3,3,2,2,1,2,2,2,2,3,3,1
1748,1748,"And as a shopaholic... I'm taking strides to be better with money... And I'm cutting up my credit cards andremoving them from my PayPal
",4,5,3,4,1,4,1,1,1,4,2,1
1749,1745,"Dude comes to the mall with friends. It's raining. He gets his car to pick his friends up in front of the mall..It was only sprinkling lol
",3,2,3,2,1,2,2,1,2,2,4,2
1750,1750,"Chilli cheese fries with jalapeños sounds soooooo good. Where can Iget something good like this?
",3,3,2,4,2,3,2,2,2,3,3,2
1751,1752,"Damn why aren't any of my shows on demand yet! I don't want to wait towatch them until next week
",3,4,2,2,3,2,2,3,2,3,3,2
1752,1751,"Dnt cum my way fa nth Dnt hit my line fa nth fony ass fuckniggas u niggas is nth
",2,4,1,1,5,1,3,5,2,2,4,1
1753,1758,"I'm still up, man world war z was pretty hood. It'sa good picture to watch
",3,2,3,3,2,3,2,1,2,3,2,2
1754,1754,"A great day for the fathers. Add to the legacy. Or build a newone with your little ones
",4,5,3,5,2,4,1,1,1,4,2,1
1755,1755,"Taking precautions. Not every deal is solid. And might bring on lessons that u wished uwere patient to learn first.
",4,3,4,4,2,4,1,2,1,4,2,2
1756,1757,"I feel like stiles might become a beta to save his dad judging by thepreview for next Monday :D
",4,3,3,3,2,3,2,1,2,4,2,2
1757,1753,"I saw Dr. King's speech in its entirety yesterday for thefirst time, I'm still moved.
",4,3,4,4,1,5,1,1,1,5,1,2
1758,1759,"I believe that God makes NO mistakes and that everything happens for a reason...whetherit be good or bad
",3,4,3,5,2,3,2,1,2,4,2,2
1759,1756,"I don't think it's hard to find love. I believe everybody are on different levels inlife. No need to rush
",4,3,4,4,2,4,1,1,2,4,2,2
1760,1760,"How u have somebody make a promise not to drink when they drunk tho? That'sjuss down right sneaky"" lmao
",3,2,2,3,1,2,2,1,1,3,2,1
1761,1761,"It's way past my bedtime but so much on my mind thatsleep is no where near
",4,3,2,3,1,3,3,1,2,4,2,2
1762,1764,"I'm so fucking,(irratated)like everybody is fucking blowing Da shit out ofmy Life#im done say nomore:-(
",2,4,1,1,5,1,3,5,2,2,4,2
1763,1762,"I know I don't grew into my own when I allI wanna do is grind
",3,4,2,3,1,3,1,1,2,4,2,1
1764,1763,"I been giving him my prayers . He been blessing me with . And stayclear from all these hoes
",3,4,2,3,2,3,2,2,2,3,2,2
1765,1768,"This cold making me about to pour me a drink cause I need to be wellfor this work week ahead
",3,4,2,3,2,3,2,1,2,3,2,2
1766,1765,"Ive eaten Lou's and Harolds in the last 3 days. Diet here I come. I been working out but aboutto go in cardio overload.
",3,4,2,3,2,2,3,1,2,3,3,2
1767,1767,"Right.now I'm enjoying watching my grand children play, and my family are here assistingme with my new book
",4,3,5,5,1,4,1,1,1,5,1,1
1768,1766,"People who know me know I been to hell and back andI can FINALLY say...IM HAPPY
",4,5,3,4,2,4,2,1,1,4,2,1
1769,1769,"They're mad about the gov't tapping phone lines. I don't care. Idon't have anything to hide
",3,2,4,3,2,2,2,2,2,3,3,2
1770,1770,"naw working. Trying to get my priorities in order an get my money up so no extra kicking it andI'm going home in sept
",4,5,3,4,2,4,1,1,1,4,2,2
1771,1771,"He said you'd forget to pick yo' kids up, forget you'recooking, forget life basically lol
",3,2,2,1,2,3,2,2,2,3,2,2
1772,1774,"I mean I know I don't have the best grammar in the world but I canput a sentence together ll
",3,3,3,3,2,2,4,2,2,2,3,2
1773,1775,"We used to go so hard on it. We were probably two bottlesfrom turning into lemons lol
",3,4,2,3,2,2,4,2,2,3,3,2
1774,1772,"I used to be a ball of energy before class. Got there and felt like Ihad been up all night
",3,3,2,3,1,3,2,1,1,3,2,1
1775,1779,"why u have tuh go there tho SOME OF US DONTHAVE AH LIE (RUNS AWAY)
",3,2,2,2,3,2,4,2,2,3,3,2
1776,1776,"I can understand like a month or 2. Not 2 weeks! I'm bout to be out herewith 1 big loc lol
",3,2,1,2,2,2,3,2,2,3,3,1
1777,1773,"I been meeting more girls that say ""Im going out with my boyfriend""...I be like ""SO WAT!""
",3,4,2,1,3,2,3,4,2,3,3,2
1778,1777,"At the end of the day, I cant respect or forgive the BaltimoreRavens for breakin RGIII leg
",3,4,2,1,4,2,2,3,2,3,3,2
1779,1778,"like i got alot of back& front thoo....he b wantin ah bitchdat look anorexic n ish
",2,3,2,1,4,1,3,4,2,2,4,2
1780,1780,"Mindless Behavior Songs Motivate Me to Try Harder.So Im Listening to them Now To Get Threw ThiS 2ndDay Of School. Thx Mb
",3,4,3,4,2,3,2,1,2,3,2,2
1781,1781,"When did a national tour become a national tour if its notrecognized by the Broadway League.
",3,3,2,2,2,2,3,2,2,3,3,2
1782,1783,"It feels good to wake up and not have any type of hangover and I almost relapse yesterday!I stayed on the wagon
",4,3,4,5,1,4,1,1,1,4,2,1
1783,1785,"cus I ain't been on here in a minute, had to makesure you wasn't being grown.
",3,3,3,3,2,3,2,2,2,3,2,2
1784,1786,"That boy we try to get him some drugs any kind of way! SMH!!!!!! He don't carewhat person he will use!
",3,4,2,1,4,2,3,4,2,3,4,2
1785,1784,"Not having a good day today at all...but it will get better.Devil wont knock my spirits.
",4,4,3,4,2,3,2,1,1,4,2,1
1786,1789,"Everything I put in front of you to think about some choose think with purpose otherslet others think for them
",4,3,2,3,2,4,2,2,2,4,2,2
1787,1788,"I use to like drake , but he confuses me. I prefer therapper drake, not the whinner
",4,3,3,3,2,4,2,2,1,4,2,2
1788,1787,"Soooo how many Platinum albums had he produced.... FULL ALBUMS ...... After Aaliyahdied Timberland went no where
",3,2,1,2,2,2,2,2,2,3,3,2
1789,1790,"Don't get it twisted I really don't give a shit its friday and people can royallyget the fuck over themselves
",3,4,2,1,5,2,3,5,2,3,4,2
1790,1791,"I mean that even though big and pac been dead for almost 20 years. They music still relevant. Theyshit will never get old.
",4,3,3,4,2,5,2,1,2,5,1,2
1791,1782,"no not yet but I'm getting close! I was in 5th grade then! I still remember lifelong affect you had thanks!
",4,4,3,4,2,3,1,1,1,4,2,2
