Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
"My shit is \""Streets Made of Gold.\"" He went in on that one.It is on repeat when I am riding.",6.0,2.0,4.0,8.0,7.0,3.0,1.0,"my shit is ""Streets Made of Gold"" he went in on that one.""<<Oh Yea that song I puton repeat when I'm riding"
This is the first time I've actually been able to watch TVin a long time,4.0,8.0,3.0,0.0,7.0,9.0,0.0,This Is the first time I've actually been able to watch tvin a long time ...
"I took my flat-screen out and put it in the living room. Why willI sleep in here, laughing but serious",4.0,3.0,2.0,1.0,5.0,6.0,7.0,"I Took My Flat Screen Out And Put It In The Living Room Why'llI Sleep In Here, Lbs"
"I made the suggestion to go out. Now that it is time to get ready, I changed my mind. I'm terrible",2.0,1.0,1.0,0.0,3.0,9.0,0.0,"I made the suggestion to go out. Now that is time to get ready, Ichanged my mind. I'm terrible..."
I can't really blame Rachel. I'm sure that her mother speaks that way. The cyclehas to be stopped somewhere.,4.0,7.0,6.0,2.0,5.0,3.0,8.0,"Can't blame Rachel, I'm sure her mother speaks that way. The cyclehas to be stopped somewhere"
Here is how I feel. Everyone has been there.,6.0,9.0,7.0,2.0,8.0,4.0,5.0,now u see how a Nigga be feel in !?! But don't say fuckmee I been here woop
He is doing a video with a famous personwith kirk and he isnt lying to the community.,6.0,8.0,4.0,2.0,9.0,7.0,0.0,I'm just ready to do a video with French Montana NdKirk bangz no lie fam
Tonight was quite eventful. I did meet some cool dude. It's crazy that noneof them like girls. Shaking my head,4.0,6.0,5.0,7.0,8.0,3.0,2.0,Tonight was quite eventful. I did meet some cool dude. Its crazy that noneof them like girls. Smh
That commercial is really good with the couples singing off the record. The starr song stands out.,4.0,2.0,7.0,1.0,6.0,3.0,5.0,I like that AT&T commerical with the couple singing off that atlanticstarr song for some reason
"I just look like this. Don't mistake me, I will hurt youand leave you for dead.",2.0,4.0,5.0,9.0,6.0,1.0,3.0,I just look like this don't get it twisted I will fuck youup and leave you stankin.
It is frustrating when autotext puts the antonym of the work I'm trying to type,6.0,7.0,4.0,2.0,5.0,3.0,9.0,That moment when autotext insist on putting the antonym of eachword im trying to type...
It’s the moment when you wish your friend would lose because you want to go home butthey keep winning every game.,6.0,2.0,4.0,8.0,5.0,9.0,0.0,The moment when you wish your friend would loose because you wanna go home butthey keep winning every game
"Cookout. Seriously, stop with saying \""my pleasure.\"" That'sfor Chick-fil-a only",4.0,7.0,6.0,5.0,8.0,2.0,3.0,"Cookout get the fuck on with that ""my pleasure"" shit... That'sfor Chik Fil a only."
"Dudes will want to fight if they think you are looking at their girl, but get mad when you tell them she isreally ugly. I was not looking.",4.0,2.0,3.0,7.0,6.0,5.0,0.0,Dudes will want to fight if they think you looking at they girl but get mad when you tell them shemad ugly I wasn’t looking
Hey!  It was good to see you again! We didn’t get a chance to talkbut I wanted to congratulate you,4.0,8.0,6.0,0.0,7.0,2.0,3.0,Hey it was good to see you again! Didn't get a chance to talkbut wanted to congratulate you.
I’m so happy for all the young men who were drafted. I wish you allthe best with your career.,6.0,9.0,8.0,0.0,7.0,1.0,2.0,I'm so happy for all the young men that was drafted I wish you allthe best with your career.
"One time, this man said that he actually watched the show before. What did you get in the car for then, if you know what's going to happen.",4.0,3.0,6.0,7.0,8.0,9.0,2.0,one time this man said he actually watched the show before wtf you get in the car for then ifyou know what's gonna happen
I wonder what reaction I would get if Danny Brown would come out to doTerrorist Threats with Ab Soul,6.0,4.0,5.0,8.0,7.0,9.0,2.0,I wonder what reaction would be if Danny Brown come out to doTerrorist Threats with Ab Soul.
"No offense, but everyone is bigger than you. lol You have to make it knownthat you aren't weak.",4.0,2.0,3.0,6.0,5.0,1.0,2.0,"no offense, but everyone is bigger than you. Lol. Gotta step it up and make it knows straws andbeers are not a couple!"
It's nice to know that the reason that I was starving yesterday was due to a lack of shawarma humors you.,2.0,1.0,4.0,6.0,5.0,8.0,3.0,it's nice to know my starvation yesterday due to a lackof shawarma humors you ;)
Whoever is making my bowl will put the right amount of meet without extra charges. I am being serious about my food.,6.0,7.0,5.0,0.0,8.0,9.0,2.0,Any worker who prepares my burrito bowl will be adding steak no double steak charge and my bowl will have enoughrice. Not time for games
Aren't they a little late with selling this chicken and waffle chips? Wasn't that the last flavor that won the challenge?,2.0,6.0,4.0,8.0,7.0,9.0,3.0,Aren't they a little late with selling this chicken and waffle chips or was that theflavor that won the challenge?
"They are talking about making $30,000 a month, but you didn't sign up, and eight months later, they are in the samesituation that they've been in. Broke",2.0,4.0,2.0,6.0,7.0,9.0,0.0,"They talk about makin 30k/month, But u dont sign up, and 8months later they in the samesituation they been in. Broke."
I wish I knew someone with a truck. I am not trying to spend200 on a U-Haul truck.,4.0,9.0,6.0,2.0,8.0,7.0,8.0,Wish I knew someone with a truck ain't eem tryna spend200 on a uhaul truck
Let me tell you about how I went to urinate this morning and my hat fell into thetoilet. I am pissed. In more ways than one,4.0,2.0,1.0,8.0,6.0,7.0,0.0,Lets talk about how I went pee this morning and my damn bonnet fell in thetoilet. Pissed. Literally and figuratively
I’ve been hearing these schemes since I was 18 years old. I haven’t seen one guy closeto me become a “billionaire”.,6.0,8.0,5.0,4.0,7.0,9.0,8.0,"I been hearing these schemes since i was 18yrs old... I aint seen one dude closeto me become a ""billionaire""..."
"Sometimes, it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated",8.0,9.0,7.0,4.0,8.0,2.0,10.0,Sometimes it's easy to let someone's negative opinion or thoughts about youmake you upset or frustrated.
"Of course, it's about ratings and money. Has to go seven games to sell ticketsand make money on commercials",4.0,3.0,6.0,8.0,7.0,9.0,5.0,of course... It's about ratings and money... Gotta go 7 games to sale tixand make money on comericals.
"Cleanser and Benzoyl Peroxide: I'm out of town, and accidentally left my stuff. So, my skin is kind ofmad at me right now",8.0,9.0,6.0,2.0,8.0,4.0,9.0,cleanser and benzoyl peroxide.: Im out of town and I accidentally left my stuff so my skin is kind ofmad at me right now
"This panel doesn't have any jokes: no pranks, no arguments. Chuck,Kenny, and Shaq are clowning",2.0,9.0,8.0,5.0,7.0,3.0,4.0,"This panel aint got no jokes... No pranks... No arguments... Chuck,Kenny, and SHAQ be clowning."
"Don't you have an issue with it giving you raccoon eyes? Because at the end of the day, that'swhat I'm dealing with. I'm laughing.",6.0,9.0,7.0,3.0,8.0,2.0,8.0,you don't have an issue with it giving you raccoon eyes? Cause by the end of the day that'swhat I'm dealing with lol
"I really need to make breakfast, but I've been lazy this week.I'll get back on it next week",6.0,2.0,4.0,1.0,3.0,0.0,5.0,I really need to make breakfast butttttt I've been lazy this weekback on it next week
Don't count how many new friends you can make. Count how manyold ones you can keep,8.0,9.0,7.0,2.0,8.0,4.0,6.0,"Don't count how many new friends you can make. Count how manyold ones you can keep."""
"I take my charger everywhere. The school, the library, the beach, the mall, the park, the church, the hospital. You neverknow where a socket will be",6.0,4.0,5.0,2.0,3.0,7.0,8.0,"I take my charger EVERYWHERE! School Library Beach Mall Park Church Hospital you neverknow where a socket at."""
"Don't judge me, I just hate ratchet-ass bitches. Like that shit is not cool, why do you want tobe ratchet? Let me know",4.0,2.0,1.0,8.0,3.0,2.0,0.0,Don't judge me I jus hate ratchet ass bitchez ! Like dat shyt not kool y u wannabe ratchet let me no
"Yes, I gave the bag back on Tuesday... But now I think I'mcoming down with a cold",6.0,9.0,4.0,2.0,8.0,3.0,7.0,yep i gave the bag back tuesday.. But now i think imcoming down with a cold
"I'm kind of about to pass out on my couch... But before I do, canI say the shit I wanna say, Twitter",4.0,3.0,6.0,7.0,8.0,9.0,0.0,Im lowkey about to pass out on my couch... But before i do cani talk my shit twitter
"I'm laughing my ass off. Don't judge me, man. I just like to interact with my animal crackersbefore they meet their demise",4.0,7.0,2.0,8.0,9.0,6.0,0.0,LMAO don't judge me man I just like to interact with my animal crackersbefore they meet there demise
Bow Wow you can't go back to dating Ciara because she is dating 50 cent. He has memories with her waiting for you to try and date her again.,2.0,4.0,3.0,6.0,5.0,7.0,1.0,Bow Wow u cant get Ciara back... U knew it was over after 50 Cent got a hold of her. He got her on tapewaitin for u to slip
Juicy J has me throwing money at strippers this morning viahis game on his site.,4.0,2.0,1.0,8.0,5.0,6.0,3.0,Juicy J has me throwing money at strippers this morning viahis game on his site
I wonder what the rap industry would be like if Biggie Smallsand Tupac were still aliv,6.0,8.0,7.0,5.0,9.0,3.0,9.0,Wonder what the rap game would be like if biggie smallsand 2pac was still alive
"Tell her hungry self she isn't going to watch the game. She just wantsto eat, not spend time with me.",4.0,2.0,1.0,8.0,5.0,6.0,3.0,"Telly hungry ass ain't going to watch the game she just wannaeat lol"" don't do me"
I am always hungry.Even before I fall asleep.,2.0,6.0,1.0,3.0,4.0,7.0,0.0,I always wake up hungry no matter how much I eatbefore I go to bed
Some people are asking questions and answering them to repost for social media followers. How do you know?,2.0,4.0,6.0,7.0,5.0,8.0,9.0,"Half y'all mfs ask y'all own questions on ask.me and answer them..I be knowinglol"" lmao how you know"
"Having your ass eaten is such a violation. I could never look at him the same way again. Have a seat under the bed, bitch",2.0,1.0,2.0,9.0,8.0,1.0,0.0,"Getting your ass ate feels so violating I could never look at him the same again"" have aseat under the bed bih"
"\""If someone doesn't like me, they're hating.\"" No, maybe theyjust don't like you",4.0,3.0,5.0,7.0,2.0,6.0,0.0,"If a nigga don't like me he hating.."" Naw maybe theyjust don't like ya ass"
"The things people say about me don't phase me, simply because I truly know what goes o",4.0,8.0,9.0,1.0,6.0,3.0,5.0,"The things people say about me don't phase me, simply cause Itruly knows what goes on"
"Traci, sweetie, you shouldn't bother a man with any \""he said, she said\""nonsense on a first date",6.0,8.0,7.0,5.0,3.0,2.0,0.0,Traci sweetie you don't come to a man with no he say she saymess on the first date
"\""Been waiting for a phone call for two days, damn!\"" It's safe tosay they're not going to call, and I'm laughing",2.0,1.0,4.0,6.0,5.0,7.0,3.0,"Been waiting on phone call for TWO days...damn!"" It's safe tosay they not calling lol"
"Now how did this bitch get mad, when she's the one who catfished my boyfriend? That's what I said. I'm like, can you believe this bitch",4.0,2.0,3.0,8.0,5.0,0.0,1.0,"Now how this bih get mad when she the 1 catfished my mans"" that's what Isaid. I'm like this bitch"
"I can't wait to deduct these costs for daycare on my tax forms!!My god, they're making me broke!!",4.0,2.0,3.0,8.0,9.0,5.0,1.0,I Can't wait to file these daycare cost on my taxes!!My Jesus its killing me!!!
"My Iphone 5 is looking rough. Just another reason to get the new one, when it comes out this fall.",6.0,2.0,3.0,1.0,5.0,8.0,0.0,My iPhone5 is looking rough. Just another reason to grab the new one whenit comes out this fall.
"At the barbershop, about to get this cut. I swear thisplace is 24-hours. Laugh out loud.",6.0,9.0,7.0,2.0,8.0,3.0,4.0,At the Barbershop about to get this cut. I swear thisplace is 24 hours lol
"Wow, some guys are really unpleasant... Being disloyal can't even describe what they do... Then they wonder why nobodylikes them... So lame.",4.0,2.0,3.0,7.0,6.0,5.0,8.0,Wowww really sum niggaz do the most....unloyal aint the word to it...then u wonderin why nobody reallyfucks wit you....straight played out
My next project is slowly approaching... Almost there... Second drop forthe year... Produced entirely b,7.0,8.0,9.0,2.0,6.0,1.0,8.0,My next project is slowly approaching.. Almost there.. Second drop forthe year.. Produced entirely by
The writer needs transport and tickets to a busplease share,2.0,8.0,3.0,1.0,6.0,4.0,5.0,Ok yall we got a NNBT in full affect ~Nukka Needing Bus Tickets~ if you know or suspect someone of knowing who gotsome Get at yo dude
"To test if your breath smell's, lick the back of your hand and wait 5 second's. If your nose hair's melt yourbreath stinks. Just so you know that’s funny.",2.0,1.0,4.0,6.0,5.0,8.0,0.0,"To test if ur breath smells, lick the back of ur hand, wait 5sec. If yo nose hairs melt.... yobreath stink. just fyi lol"
"Somebody told me that vagina tastes like chicken. Well, one day, I'm going to find outwhat chicken tastes like, that's funny",2.0,1.0,1.0,6.0,2.0,3.0,0.0,"Somebody told me that coochi tastes like chicken. Well, One day imma find outwhat chicken taste like lol"
"Oh yeah, I saw you and him, walking in the rain. You were holding hands, and I'll never bethe same looking ass. Laughing my ass off",2.0,1.0,3.0,4.0,2.0,5.0,0.0,"Ole I saw you and him, walking in the rain. You were holding hands and ill never bethe same looking ass. Lmao"
"I'm so glad to be off of work. I thought Darryl was gone, I didn't want to get into a fight today. I need to be touched.",4.0,3.0,5.0,2.0,8.0,7.0,1.0,"Im so glad to be off work, I thought Darryl was gone have to slap a bytch today.I need to be touched."
